Year,Country,Region,Age,Sex,Method of suicide,Value
2000,England and Wales,,25 to 29,,,14.9
2001,England and Wales,,25 to 29,,,12.9
2002,England and Wales,,25 to 29,,,13.6
2003,England and Wales,,25 to 29,,,12
2004,England and Wales,,25 to 29,,,11.9
2005,England and Wales,,25 to 29,,,10
2006,England and Wales,,25 to 29,,,9.5
2007,England and Wales,,25 to 29,,,8.9
2008,England and Wales,,25 to 29,,,10
2009,England and Wales,,25 to 29,,,10.9
2010,England and Wales,,25 to 29,,,8.2
2011,England and Wales,,25 to 29,,,9.3
2012,England and Wales,,25 to 29,,,10.1
2013,England and Wales,,25 to 29,,,8.6
2014,England and Wales,,25 to 29,,,9.6
2015,England and Wales,,25 to 29,,,9.7
2016,England and Wales,,25 to 29,,,9.7
2000,England and Wales,,30 to 34,,,14.4
2001,England and Wales,,30 to 34,,,14.4
2002,England and Wales,,30 to 34,,,13.8
2003,England and Wales,,30 to 34,,,14.2
2004,England and Wales,,30 to 34,,,13.1
2005,England and Wales,,30 to 34,,,13
2006,England and Wales,,30 to 34,,,11.4
2007,England and Wales,,30 to 34,,,12.2
2008,England and Wales,,30 to 34,,,11.7
2009,England and Wales,,30 to 34,,,10
2010,England and Wales,,30 to 34,,,10.2
2011,England and Wales,,30 to 34,,,10.3
2012,England and Wales,,30 to 34,,,10.9
2013,England and Wales,,30 to 34,,,10.7
2014,England and Wales,,30 to 34,,,10.6
2015,England and Wales,,30 to 34,,,11.3
2016,England and Wales,,30 to 34,,,10.9
2000,England and Wales,,35 to 39,,,15.1
2001,England and Wales,,35 to 39,,,13.8
2002,England and Wales,,35 to 39,,,14.2
2003,England and Wales,,35 to 39,,,14.1
2004,England and Wales,,35 to 39,,,14.3
2005,England and Wales,,35 to 39,,,14
2006,England and Wales,,35 to 39,,,13.3
2007,England and Wales,,35 to 39,,,12.9
2008,England and Wales,,35 to 39,,,13
2009,England and Wales,,35 to 39,,,13.9
2010,England and Wales,,35 to 39,,,12.6
2011,England and Wales,,35 to 39,,,13.1
2012,England and Wales,,35 to 39,,,12.9
2013,England and Wales,,35 to 39,,,13.9
2014,England and Wales,,35 to 39,,,11.9
2015,England and Wales,,35 to 39,,,11.9
2016,England and Wales,,35 to 39,,,11
2000,England and Wales,,40 to 44,,,13.3
2001,England and Wales,,40 to 44,,,13
2002,England and Wales,,40 to 44,,,13.4
2003,England and Wales,,40 to 44,,,14.2
2004,England and Wales,,40 to 44,,,13.9
2005,England and Wales,,40 to 44,,,13.6
2006,England and Wales,,40 to 44,,,12.6
2007,England and Wales,,40 to 44,,,12.5
2008,England and Wales,,40 to 44,,,14.1
2009,England and Wales,,40 to 44,,,14.2
2010,England and Wales,,40 to 44,,,13.3
2011,England and Wales,,40 to 44,,,15.4
2012,England and Wales,,40 to 44,,,14.9
2013,England and Wales,,40 to 44,,,15.3
2014,England and Wales,,40 to 44,,,15.3
2015,England and Wales,,40 to 44,,,13.9
2016,England and Wales,,40 to 44,,,14.2
2000,England and Wales,,45 to 49,,,14.6
2001,England and Wales,,45 to 49,,,14
2002,England and Wales,,45 to 49,,,13.3
2003,England and Wales,,45 to 49,,,13
2004,England and Wales,,45 to 49,,,13.3
2005,England and Wales,,45 to 49,,,14.3
2006,England and Wales,,45 to 49,,,13.1
2007,England and Wales,,45 to 49,,,11.6
2008,England and Wales,,45 to 49,,,12.6
2009,England and Wales,,45 to 49,,,13.4
2010,England and Wales,,45 to 49,,,12.7
2011,England and Wales,,45 to 49,,,14.3
2012,England and Wales,,45 to 49,,,15.3
2013,England and Wales,,45 to 49,,,15.7
2014,England and Wales,,45 to 49,,,15.8
2015,England and Wales,,45 to 49,,,14.6
2016,England and Wales,,45 to 49,,,13.8
2000,England and Wales,,50 to 54,,,12
2001,England and Wales,,50 to 54,,,12.7
2002,England and Wales,,50 to 54,,,11.9
2003,England and Wales,,50 to 54,,,12.1
2004,England and Wales,,50 to 54,,,13.1
2005,England and Wales,,50 to 54,,,13
2006,England and Wales,,50 to 54,,,12.7
2007,England and Wales,,50 to 54,,,11.6
2008,England and Wales,,50 to 54,,,12.8
2009,England and Wales,,50 to 54,,,12.7
2010,England and Wales,,50 to 54,,,12.7
2011,England and Wales,,50 to 54,,,15
2012,England and Wales,,50 to 54,,,14.2
2013,England and Wales,,50 to 54,,,14.8
2014,England and Wales,,50 to 54,,,15.8
2015,England and Wales,,50 to 54,,,14.3
2016,England and Wales,,50 to 54,,,14.1
2000,England and Wales,,55 to 59,,,11.8
2001,England and Wales,,55 to 59,,,11.8
2002,England and Wales,,55 to 59,,,10.8
2003,England and Wales,,55 to 59,,,10.6
2004,England and Wales,,55 to 59,,,10.8
2005,England and Wales,,55 to 59,,,10.8
2006,England and Wales,,55 to 59,,,11.9
2007,England and Wales,,55 to 59,,,10.6
2008,England and Wales,,55 to 59,,,11.3
2009,England and Wales,,55 to 59,,,11.8
2010,England and Wales,,55 to 59,,,12
2011,England and Wales,,55 to 59,,,11.7
2012,England and Wales,,55 to 59,,,12.2
2013,England and Wales,,55 to 59,,,13.9
2014,England and Wales,,55 to 59,,,12.6
2015,England and Wales,,55 to 59,,,13.4
2016,England and Wales,,55 to 59,,,12.7
2000,England and Wales,,60 to 64,,,8.5
2001,England and Wales,,60 to 64,,,9.4
2002,England and Wales,,60 to 64,,,8.3
2003,England and Wales,,60 to 64,,,9.1
2004,England and Wales,,60 to 64,,,8.7
2005,England and Wales,,60 to 64,,,9.3
2006,England and Wales,,60 to 64,,,9.7
2007,England and Wales,,60 to 64,,,8.8
2008,England and Wales,,60 to 64,,,8.6
2009,England and Wales,,60 to 64,,,8.7
2010,England and Wales,,60 to 64,,,9.8
2011,England and Wales,,60 to 64,,,9.2
2012,England and Wales,,60 to 64,,,8.9
2013,England and Wales,,60 to 64,,,10.6
2014,England and Wales,,60 to 64,,,9.9
2015,England and Wales,,60 to 64,,,11
2016,England and Wales,,60 to 64,,,9.1
2000,England and Wales,,65 to 69,,,8.9
2001,England and Wales,,65 to 69,,,8
2002,England and Wales,,65 to 69,,,8.6
2003,England and Wales,,65 to 69,,,7.2
2004,England and Wales,,65 to 69,,,9.5
2005,England and Wales,,65 to 69,,,7.8
2006,England and Wales,,65 to 69,,,8.1
2007,England and Wales,,65 to 69,,,7.5
2008,England and Wales,,65 to 69,,,7.4
2009,England and Wales,,65 to 69,,,7.4
2010,England and Wales,,65 to 69,,,6.9
2011,England and Wales,,65 to 69,,,7.2
2012,England and Wales,,65 to 69,,,7.3
2013,England and Wales,,65 to 69,,,7.5
2014,England and Wales,,65 to 69,,,8
2015,England and Wales,,65 to 69,,,8.4
2016,England and Wales,,65 to 69,,,7.6
2000,England and Wales,,70 to 74,,,9.7
2001,England and Wales,,70 to 74,,,9.2
2002,England and Wales,,70 to 74,,,7.9
2003,England and Wales,,70 to 74,,,8.6
2004,England and Wales,,70 to 74,,,8.2
2005,England and Wales,,70 to 74,,,7.4
2006,England and Wales,,70 to 74,,,7.2
2007,England and Wales,,70 to 74,,,6.1
2008,England and Wales,,70 to 74,,,7.4
2009,England and Wales,,70 to 74,,,6.8
2010,England and Wales,,70 to 74,,,7.1
2011,England and Wales,,70 to 74,,,7.9
2012,England and Wales,,70 to 74,,,6.7
2013,England and Wales,,70 to 74,,,7.7
2014,England and Wales,,70 to 74,,,8.3
2015,England and Wales,,70 to 74,,,7.9
2016,England and Wales,,70 to 74,,,6.5
2000,England and Wales,,75 to 79,,,9.8
2001,England and Wales,,75 to 79,,,10.1
2002,England and Wales,,75 to 79,,,7.9
2003,England and Wales,,75 to 79,,,10.2
2004,England and Wales,,75 to 79,,,9.6
2005,England and Wales,,75 to 79,,,7.1
2006,England and Wales,,75 to 79,,,7.9
2007,England and Wales,,75 to 79,,,7.5
2008,England and Wales,,75 to 79,,,6.9
2009,England and Wales,,75 to 79,,,7.8
2010,England and Wales,,75 to 79,,,7.6
2011,England and Wales,,75 to 79,,,7.4
2012,England and Wales,,75 to 79,,,6.6
2013,England and Wales,,75 to 79,,,7.7
2014,England and Wales,,75 to 79,,,8
2015,England and Wales,,75 to 79,,,7.7
2016,England and Wales,,75 to 79,,,6.1
2000,England and Wales,,80 to 84,,,10
2001,England and Wales,,80 to 84,,,9.5
2002,England and Wales,,80 to 84,,,9.4
2003,England and Wales,,80 to 84,,,9.7
2004,England and Wales,,80 to 84,,,11.2
2005,England and Wales,,80 to 84,,,10.5
2006,England and Wales,,80 to 84,,,9.1
2007,England and Wales,,80 to 84,,,9.8
2008,England and Wales,,80 to 84,,,9.6
2009,England and Wales,,80 to 84,,,9.4
2010,England and Wales,,80 to 84,,,9.2
2011,England and Wales,,80 to 84,,,9
2012,England and Wales,,80 to 84,,,8.1
2013,England and Wales,,80 to 84,,,9
2014,England and Wales,,80 to 84,,,8.9
2015,England and Wales,,80 to 84,,,9.5
2016,England and Wales,,80 to 84,,,8.2
2000,England and Wales,,85 to 89,,,15.2
2001,England and Wales,,85 to 89,,,12.8
2002,England and Wales,,85 to 89,,,13.4
2003,England and Wales,,85 to 89,,,10.1
2004,England and Wales,,85 to 89,,,13.1
2005,England and Wales,,85 to 89,,,12.5
2006,England and Wales,,85 to 89,,,9.9
2007,England and Wales,,85 to 89,,,9.6
2008,England and Wales,,85 to 89,,,8
2009,England and Wales,,85 to 89,,,9.2
2010,England and Wales,,85 to 89,,,8.1
2011,England and Wales,,85 to 89,,,9.8
2012,England and Wales,,85 to 89,,,9.5
2013,England and Wales,,85 to 89,,,11.6
2014,England and Wales,,85 to 89,,,10.6
2015,England and Wales,,85 to 89,,,10.1
2016,England and Wales,,85 to 89,,,8.5
2000,England and Wales,,90 and over,,,10.4
2001,England and Wales,,90 and over,,,12.3
2002,England and Wales,,90 and over,,,11.7
2003,England and Wales,,90 and over,,,14.2
2004,England and Wales,,90 and over,,,15.7
2005,England and Wales,,90 and over,,,13.5
2006,England and Wales,,90 and over,,,10
2007,England and Wales,,90 and over,,,7.1
2008,England and Wales,,90 and over,,,9
2009,England and Wales,,90 and over,,,9.1
2010,England and Wales,,90 and over,,,10.5
2011,England and Wales,,90 and over,,,8.4
2012,England and Wales,,90 and over,,,9.5
2013,England and Wales,,90 and over,,,11.1
2014,England and Wales,,90 and over,,,8.4
2015,England and Wales,,90 and over,,,12.3
2016,England and Wales,,90 and over,,,11.2
2001,England and Wales,,10 to 14,Male,,0.2
2002,England and Wales,,10 to 14,Male,,0.2
2007,England and Wales,,10 to 14,Male,,0.3
2008,England and Wales,,10 to 14,Male,,0.2
2011,England and Wales,,10 to 14,Male,,0.3
2012,England and Wales,,10 to 14,Male,,0.3
2013,England and Wales,,10 to 14,Male,,0.2
2014,England and Wales,,10 to 14,Male,,0.2
2015,England and Wales,,10 to 14,Male,,0.2
2000,England and Wales,,15 to 19,Male,,7.5
2001,England and Wales,,15 to 19,Male,,9
2002,England and Wales,,15 to 19,Male,,7.1
2003,England and Wales,,15 to 19,Male,,6.2
2004,England and Wales,,15 to 19,Male,,6.4
2005,England and Wales,,15 to 19,Male,,5.9
2006,England and Wales,,15 to 19,Male,,4.9
2007,England and Wales,,15 to 19,Male,,5.3
2008,England and Wales,,15 to 19,Male,,5.4
2009,England and Wales,,15 to 19,Male,,5.5
2010,England and Wales,,15 to 19,Male,,4.1
2011,England and Wales,,15 to 19,Male,,5.6
2012,England and Wales,,15 to 19,Male,,5.5
2013,England and Wales,,15 to 19,Male,,6.3
2014,England and Wales,,15 to 19,Male,,6.5
2015,England and Wales,,15 to 19,Male,,7.7
2016,England and Wales,,15 to 19,Male,,6.7
2000,England and Wales,,20 to 24,Male,,20
2001,England and Wales,,20 to 24,Male,,16.5
2002,England and Wales,,20 to 24,Male,,15.6
2003,England and Wales,,20 to 24,Male,,16.8
2004,England and Wales,,20 to 24,Male,,14.9
2005,England and Wales,,20 to 24,Male,,13.5
2006,England and Wales,,20 to 24,Male,,12.6
2007,England and Wales,,20 to 24,Male,,12.5
2008,England and Wales,,20 to 24,Male,,14.6
2009,England and Wales,,20 to 24,Male,,13.1
2010,England and Wales,,20 to 24,Male,,13.4
2011,England and Wales,,20 to 24,Male,,13.2
2012,England and Wales,,20 to 24,Male,,13.9
2013,England and Wales,,20 to 24,Male,,13.3
2014,England and Wales,,20 to 24,Male,,12.7
2015,England and Wales,,20 to 24,Male,,13.9
2016,England and Wales,,20 to 24,Male,,13.9
2000,England and Wales,,25 to 29,Male,,23.9
2001,England and Wales,,25 to 29,Male,,21.2
2002,England and Wales,,25 to 29,Male,,20.1
2003,England and Wales,,25 to 29,Male,,19.7
2004,England and Wales,,25 to 29,Male,,18.7
2005,England and Wales,,25 to 29,Male,,15.2
2006,England and Wales,,25 to 29,Male,,14.3
2007,England and Wales,,25 to 29,Male,,14.8
2008,England and Wales,,25 to 29,Male,,15.8
2009,England and Wales,,25 to 29,Male,,17
2010,England and Wales,,25 to 29,Male,,13.1
2011,England and Wales,,25 to 29,Male,,14.5
2012,England and Wales,,25 to 29,Male,,15.9
2013,England and Wales,,25 to 29,Male,,14.3
2014,England and Wales,,25 to 29,Male,,15.3
2015,England and Wales,,25 to 29,Male,,14.6
2016,England and Wales,,25 to 29,Male,,15.7
2000,England and Wales,,30 to 34,Male,,23.5
2001,England and Wales,,30 to 34,Male,,23.3
2002,England and Wales,,30 to 34,Male,,23.2
2003,England and Wales,,30 to 34,Male,,22.8
2004,England and Wales,,30 to 34,Male,,21
2005,England and Wales,,30 to 34,Male,,20.8
2006,England and Wales,,30 to 34,Male,,18.7
2007,England and Wales,,30 to 34,Male,,19.4
2008,England and Wales,,30 to 34,Male,,17.8
2009,England and Wales,,30 to 34,Male,,16.4
2010,England and Wales,,30 to 34,Male,,16.3
2011,England and Wales,,30 to 34,Male,,16
2012,England and Wales,,30 to 34,Male,,17.5
2013,England and Wales,,30 to 34,Male,,17
2014,England and Wales,,30 to 34,Male,,16.7
2015,England and Wales,,30 to 34,Male,,17.6
2016,England and Wales,,30 to 34,Male,,17.2
2000,England and Wales,,35 to 39,Male,,23.9
2001,England and Wales,,35 to 39,Male,,21.2
2002,England and Wales,,35 to 39,Male,,22.3
2003,England and Wales,,35 to 39,Male,,22.5
2004,England and Wales,,35 to 39,Male,,23.3
2005,England and Wales,,35 to 39,Male,,21.9
2006,England and Wales,,35 to 39,Male,,21.2
2007,England and Wales,,35 to 39,Male,,21.4
2008,England and Wales,,35 to 39,Male,,21.2
2009,England and Wales,,35 to 39,Male,,22.5
2010,England and Wales,,35 to 39,Male,,19.4
2011,England and Wales,,35 to 39,Male,,20.9
2012,England and Wales,,35 to 39,Male,,21.1
2013,England and Wales,,35 to 39,Male,,21.5
2014,England and Wales,,35 to 39,Male,,18.2
2015,England and Wales,,35 to 39,Male,,18.5
2016,England and Wales,,35 to 39,Male,,17.8
2000,England and Wales,,40 to 44,Male,,20.9
2001,England and Wales,,40 to 44,Male,,20.2
2002,England and Wales,,40 to 44,Male,,21.3
2003,England and Wales,,40 to 44,Male,,22.2
2004,England and Wales,,40 to 44,Male,,20.9
2005,England and Wales,,40 to 44,Male,,21.1
2006,England and Wales,,40 to 44,Male,,21
2007,England and Wales,,40 to 44,Male,,20.2
2008,England and Wales,,40 to 44,Male,,22.9
2009,England and Wales,,40 to 44,Male,,22.5
2010,England and Wales,,40 to 44,Male,,21.4
2011,England and Wales,,40 to 44,Male,,25.2
2012,England and Wales,,40 to 44,Male,,24.2
2013,England and Wales,,40 to 44,Male,,25.1
2014,England and Wales,,40 to 44,Male,,24.4
2015,England and Wales,,40 to 44,Male,,22.5
2016,England and Wales,,40 to 44,Male,,22.4
2000,England and Wales,,45 to 49,Male,,21.6
2001,England and Wales,,45 to 49,Male,,22.5
2002,England and Wales,,45 to 49,Male,,20.6
2003,England and Wales,,45 to 49,Male,,19.3
2004,England and Wales,,45 to 49,Male,,19
2005,England and Wales,,45 to 49,Male,,21.5
2006,England and Wales,,45 to 49,Male,,18.9
2007,England and Wales,,45 to 49,Male,,16.6
2008,England and Wales,,45 to 49,Male,,19.4
2009,England and Wales,,45 to 49,Male,,20.4
2010,England and Wales,,45 to 49,Male,,19.5
2011,England and Wales,,45 to 49,Male,,22.5
2012,England and Wales,,45 to 49,Male,,23.6
2013,England and Wales,,45 to 49,Male,,24.7
2014,England and Wales,,45 to 49,Male,,25.3
2015,England and Wales,,45 to 49,Male,,22.7
2016,England and Wales,,45 to 49,Male,,21.9
2000,England and Wales,,50 to 54,Male,,17.4
2001,England and Wales,,50 to 54,Male,,18.6
2002,England and Wales,,50 to 54,Male,,17.6
2003,England and Wales,,50 to 54,Male,,17
2004,England and Wales,,50 to 54,Male,,20
2005,England and Wales,,50 to 54,Male,,18.2
2006,England and Wales,,50 to 54,Male,,18.7
2007,England and Wales,,50 to 54,Male,,17.4
2008,England and Wales,,50 to 54,Male,,18.1
2009,England and Wales,,50 to 54,Male,,20.1
2010,England and Wales,,50 to 54,Male,,18.8
2011,England and Wales,,50 to 54,Male,,23
2012,England and Wales,,50 to 54,Male,,21.8
2013,England and Wales,,50 to 54,Male,,23.5
2014,England and Wales,,50 to 54,Male,,24.3
2015,England and Wales,,50 to 54,Male,,20.6
2016,England and Wales,,50 to 54,Male,,20.4
2000,England and Wales,,55 to 59,Male,,16.4
2001,England and Wales,,55 to 59,Male,,17.1
2002,England and Wales,,55 to 59,Male,,15.6
2003,England and Wales,,55 to 59,Male,,15.4
2004,England and Wales,,55 to 59,Male,,15.2
2005,England and Wales,,55 to 59,Male,,15.2
2006,England and Wales,,55 to 59,Male,,17.4
2007,England and Wales,,55 to 59,Male,,16.4
2008,England and Wales,,55 to 59,Male,,16.9
2009,England and Wales,,55 to 59,Male,,17.5
2010,England and Wales,,55 to 59,Male,,18.6
2011,England and Wales,,55 to 59,Male,,16.9
2012,England and Wales,,55 to 59,Male,,18.8
2013,England and Wales,,55 to 59,Male,,21.9
2014,England and Wales,,55 to 59,Male,,19.4
2015,England and Wales,,55 to 59,Male,,21
2016,England and Wales,,55 to 59,Male,,19.5
2000,England and Wales,,60 to 64,Male,,12.1
2001,England and Wales,,60 to 64,Male,,12.7
2002,England and Wales,,60 to 64,Male,,11.7
2003,England and Wales,,60 to 64,Male,,13.4
2004,England and Wales,,60 to 64,Male,,12.3
2005,England and Wales,,60 to 64,Male,,13.5
2006,England and Wales,,60 to 64,Male,,13
2007,England and Wales,,60 to 64,Male,,12.8
2008,England and Wales,,60 to 64,Male,,13.2
2009,England and Wales,,60 to 64,Male,,12.3
2010,England and Wales,,60 to 64,Male,,14.5
2011,England and Wales,,60 to 64,Male,,13.8
2012,England and Wales,,60 to 64,Male,,13.5
2013,England and Wales,,60 to 64,Male,,17.7
2014,England and Wales,,60 to 64,Male,,15.1
2015,England and Wales,,60 to 64,Male,,16
2016,England and Wales,,60 to 64,Male,,13.6
2000,England and Wales,,65 to 69,Male,,12.1
2001,England and Wales,,65 to 69,Male,,12
2002,England and Wales,,65 to 69,Male,,12.6
2003,England and Wales,,65 to 69,Male,,10.4
2004,England and Wales,,65 to 69,Male,,13.6
2005,England and Wales,,65 to 69,Male,,11.1
2006,England and Wales,,65 to 69,Male,,12
2007,England and Wales,,65 to 69,Male,,11
2008,England and Wales,,65 to 69,Male,,10.1
2009,England and Wales,,65 to 69,Male,,10.7
2010,England and Wales,,65 to 69,Male,,9.6
2011,England and Wales,,65 to 69,Male,,10.6
2012,England and Wales,,65 to 69,Male,,11.1
2013,England and Wales,,65 to 69,Male,,11.2
2014,England and Wales,,65 to 69,Male,,11.8
2015,England and Wales,,65 to 69,Male,,12.6
2016,England and Wales,,65 to 69,Male,,11.6
2000,England and Wales,,70 to 74,Male,,14.2
2001,England and Wales,,70 to 74,Male,,13.6
2002,England and Wales,,70 to 74,Male,,11.6
2003,England and Wales,,70 to 74,Male,,13.2
2004,England and Wales,,70 to 74,Male,,10.9
2005,England and Wales,,70 to 74,Male,,11.5
2006,England and Wales,,70 to 74,Male,,11.2
2007,England and Wales,,70 to 74,Male,,8.6
2008,England and Wales,,70 to 74,Male,,11.8
2009,England and Wales,,70 to 74,Male,,10.5
2010,England and Wales,,70 to 74,Male,,10.5
2011,England and Wales,,70 to 74,Male,,12.3
2012,England and Wales,,70 to 74,Male,,10.1
2013,England and Wales,,70 to 74,Male,,12.4
2014,England and Wales,,70 to 74,Male,,12.3
2015,England and Wales,,70 to 74,Male,,11.4
2016,England and Wales,,70 to 74,Male,,9.8
2000,England and Wales,,75 to 79,Male,,15.3
2001,England and Wales,,75 to 79,Male,,16.1
2002,England and Wales,,75 to 79,Male,,11.3
2003,England and Wales,,75 to 79,Male,,15.2
2004,England and Wales,,75 to 79,Male,,13
2005,England and Wales,,75 to 79,Male,,10.8
2006,England and Wales,,75 to 79,Male,,13.1
2007,England and Wales,,75 to 79,Male,,11.8
2008,England and Wales,,75 to 79,Male,,10.5
2009,England and Wales,,75 to 79,Male,,12.2
2010,England and Wales,,75 to 79,Male,,11.7
2011,England and Wales,,75 to 79,Male,,11.7
2012,England and Wales,,75 to 79,Male,,10.2
2013,England and Wales,,75 to 79,Male,,11.9
2014,England and Wales,,75 to 79,Male,,12.7
2015,England and Wales,,75 to 79,Male,,11.1
2016,England and Wales,,75 to 79,Male,,10.2
2000,England and Wales,,80 to 84,Male,,17.4
2001,England and Wales,,80 to 84,Male,,15.6
2002,England and Wales,,80 to 84,Male,,14.1
2003,England and Wales,,80 to 84,Male,,16.2
2004,England and Wales,,80 to 84,Male,,19.6
2005,England and Wales,,80 to 84,Male,,18.5
2006,England and Wales,,80 to 84,Male,,14.3
2007,England and Wales,,80 to 84,Male,,17.4
2008,England and Wales,,80 to 84,Male,,15.5
2009,England and Wales,,80 to 84,Male,,15.3
2010,England and Wales,,80 to 84,Male,,16.4
2011,England and Wales,,80 to 84,Male,,14
2012,England and Wales,,80 to 84,Male,,11.9
2013,England and Wales,,80 to 84,Male,,14.9
2014,England and Wales,,80 to 84,Male,,15.1
2015,England and Wales,,80 to 84,Male,,15.8
2016,England and Wales,,80 to 84,Male,,15
2000,England and Wales,,85 to 89,Male,,29.4
2001,England and Wales,,85 to 89,Male,,27.7
2002,England and Wales,,85 to 89,Male,,20.6
2003,England and Wales,,85 to 89,Male,,17.8
2004,England and Wales,,85 to 89,Male,,25
2005,England and Wales,,85 to 89,Male,,25.6
2006,England and Wales,,85 to 89,Male,,19.2
2007,England and Wales,,85 to 89,Male,,18.2
2008,England and Wales,,85 to 89,Male,,17.1
2009,England and Wales,,85 to 89,Male,,17.4
2010,England and Wales,,85 to 89,Male,,15.3
2011,England and Wales,,85 to 89,Male,,15.9
2012,England and Wales,,85 to 89,Male,,19.4
2013,England and Wales,,85 to 89,Male,,21.9
2014,England and Wales,,85 to 89,Male,,18.3
2015,England and Wales,,85 to 89,Male,,18.1
2016,England and Wales,,85 to 89,Male,,16.3
2000,England and Wales,,90 and over,Male,,26
2001,England and Wales,,90 and over,Male,,28.5
2002,England and Wales,,90 and over,Male,,24.7
2003,England and Wales,,90 and over,Male,,28.3
2004,England and Wales,,90 and over,Male,,33.7
2005,England and Wales,,90 and over,Male,,31.3
2006,England and Wales,,90 and over,Male,,25.5
2007,England and Wales,,90 and over,Male,,17.8
2008,England and Wales,,90 and over,Male,,20.3
2009,England and Wales,,90 and over,Male,,15.9
2010,England and Wales,,90 and over,Male,,27.3
2011,England and Wales,,90 and over,Male,,19.4
2012,England and Wales,,90 and over,Male,,19.5
2013,England and Wales,,90 and over,Male,,24.5
2014,England and Wales,,90 and over,Male,,14.6
2015,England and Wales,,90 and over,Male,,27.6
2016,England and Wales,,90 and over,Male,,22.4
2002,England and Wales,,10 to 14,Female,,0.2
2008,England and Wales,,10 to 14,Female,,0.3
2011,England and Wales,,10 to 14,Female,,0.3
2014,England and Wales,,10 to 14,Female,,0.3
2015,England and Wales,,10 to 14,Female,,0.3
2000,England and Wales,,15 to 19,Female,,3
2001,England and Wales,,15 to 19,Female,,2
2002,England and Wales,,15 to 19,Female,,2
2003,England and Wales,,15 to 19,Female,,2.1
2004,England and Wales,,15 to 19,Female,,2.9
2005,England and Wales,,15 to 19,Female,,2.5
2006,England and Wales,,15 to 19,Female,,2
2007,England and Wales,,15 to 19,Female,,1.8
2008,England and Wales,,15 to 19,Female,,1.9
2009,England and Wales,,15 to 19,Female,,1.9
2010,England and Wales,,15 to 19,Female,,2.1
2011,England and Wales,,15 to 19,Female,,2.4
2012,England and Wales,,15 to 19,Female,,1.5
2013,England and Wales,,15 to 19,Female,,1.4
2014,England and Wales,,15 to 19,Female,,2.5
2015,England and Wales,,15 to 19,Female,,3.1
2016,England and Wales,,15 to 19,Female,,2.7
2000,England and Wales,,20 to 24,Female,,5
2001,England and Wales,,20 to 24,Female,,4.1
2002,England and Wales,,20 to 24,Female,,4.4
2003,England and Wales,,20 to 24,Female,,4.4
2004,England and Wales,,20 to 24,Female,,3.7
2005,England and Wales,,20 to 24,Female,,3.6
2006,England and Wales,,20 to 24,Female,,3
2007,England and Wales,,20 to 24,Female,,2.2
2008,England and Wales,,20 to 24,Female,,3
2009,England and Wales,,20 to 24,Female,,3.3
2010,England and Wales,,20 to 24,Female,,3.8
2011,England and Wales,,20 to 24,Female,,3.8
2012,England and Wales,,20 to 24,Female,,2.9
2013,England and Wales,,20 to 24,Female,,3.2
2014,England and Wales,,20 to 24,Female,,3.9
2015,England and Wales,,20 to 24,Female,,3.6
2016,England and Wales,,20 to 24,Female,,4.9
2000,England and Wales,,25 to 29,Female,,6
2001,England and Wales,,25 to 29,Female,,4.6
2002,England and Wales,,25 to 29,Female,,7.1
2003,England and Wales,,25 to 29,Female,,4.3
2004,England and Wales,,25 to 29,Female,,5.1
2005,England and Wales,,25 to 29,Female,,4.9
2006,England and Wales,,25 to 29,Female,,4.8
2007,England and Wales,,25 to 29,Female,,3.1
2008,England and Wales,,25 to 29,Female,,4.1
2009,England and Wales,,25 to 29,Female,,4.9
2010,England and Wales,,25 to 29,Female,,3.2
2011,England and Wales,,25 to 29,Female,,4.2
2012,England and Wales,,25 to 29,Female,,4.2
2013,England and Wales,,25 to 29,Female,,3
2014,England and Wales,,25 to 29,Female,,3.9
2015,England and Wales,,25 to 29,Female,,4.7
2016,England and Wales,,25 to 29,Female,,3.6
2000,England and Wales,,30 to 34,Female,,5.4
2001,England and Wales,,30 to 34,Female,,5.5
2002,England and Wales,,30 to 34,Female,,4.5
2003,England and Wales,,30 to 34,Female,,5.7
2004,England and Wales,,30 to 34,Female,,5.4
2005,England and Wales,,30 to 34,Female,,5.3
2006,England and Wales,,30 to 34,Female,,4.1
2007,England and Wales,,30 to 34,Female,,5.1
2008,England and Wales,,30 to 34,Female,,5.7
2009,England and Wales,,30 to 34,Female,,3.6
2010,England and Wales,,30 to 34,Female,,4.1
2011,England and Wales,,30 to 34,Female,,4.5
2012,England and Wales,,30 to 34,Female,,4.3
2013,England and Wales,,30 to 34,Female,,4.5
2014,England and Wales,,30 to 34,Female,,4.7
2015,England and Wales,,30 to 34,Female,,5
2016,England and Wales,,30 to 34,Female,,4.6
2000,England and Wales,,35 to 39,Female,,6.3
2001,England and Wales,,35 to 39,Female,,6.5
2002,England and Wales,,35 to 39,Female,,6.2
2003,England and Wales,,35 to 39,Female,,5.9
2004,England and Wales,,35 to 39,Female,,5.5
2005,England and Wales,,35 to 39,Female,,6.1
2006,England and Wales,,35 to 39,Female,,5.5
2007,England and Wales,,35 to 39,Female,,4.5
2008,England and Wales,,35 to 39,Female,,4.9
2009,England and Wales,,35 to 39,Female,,5.4
2010,England and Wales,,35 to 39,Female,,5.9
2011,England and Wales,,35 to 39,Female,,5.4
2012,England and Wales,,35 to 39,Female,,4.8
2013,England and Wales,,35 to 39,Female,,6.2
2014,England and Wales,,35 to 39,Female,,5.6
2015,England and Wales,,35 to 39,Female,,5.4
